LATITUDE;LONGITUDE;CLIENT_LIST;CLIENT_WEIGHT;OWN
4.716;-74.066;16792;1;0
4.638;-74.152;4264;1;0
4.655;-74.062;1079;1;0
4.699;-74.057;14734;1;0
4.558;-74.101;8141;1;0
4.739;-74.027;6590;1;0
4.75;-74.048;"7682;16317;14780;1397";4;0
4.768;-74.024;1187;1;0
4.552;-74.087;12215;1;0
4.645;-74.057;7369;1;0
4.575;-74.182;5566;1;0
4.563;-74.112;4454;1;0
4.516;-74.245;4276;1;0
5.027;-73.996;"1405;18834";2;0
4.63;-74.145;5957;1;0
4.582;-74.211;6033;1;0
4.674;-74.098;14889;1;0
4.554;-74.147;13332;1;0
4.646;-74.107;7645;1;0
4.618;-74.107;2366;1;0
4.679;-74.09;"21843;7215";2;0
5.024;-73.983;22045;1;0
4.58;-74.152;6048;1;0
4.618;-74.133;12907;1;0
4.961;-74.433;20859;1;0
4.665;-74.051;17994;1;0
4.642;-74.146;15975;1;0
4.735;-74.089;"17765;6418";2;0
4.532;-74.086;5460;1;0
4.629;-74.095;8703;1;0
4.668;-74.142;10500;1;0
4.58;-74.222;403;1;0
4.611;-74.145;3134;1;0
4.638;-74.084;6348;1;0
4.621;-74.168;1802;1;0
4.742;-74.03;3111;1;0
4.522;-74.119;10360;1;0
4.498;-74.1;3857;1;0
4.713;-74.126;6292;1;0
4.571;-74.093;6878;1;0
4.917;-74.098;1982;1;0
4.751;-74.047;"20551;20543";2;0
4.594;-74.192;"17120;14449";2;0
4.857;-74.064;17568;1;0
4.705;-74.026;18282;1;0
4.678;-74.151;20545;1;0
4.743;-74.04;19218;1;0
4.731;-74.101;14524;1;0
4.487;-74.101;1571;1;0
4.707;-74.229;691;1;0
4.527;-74.088;10637;1;0
4.623;-74.186;17131;1;0
4.867;-74.052;3267;1;0
4.81;-74.349;16962;1;0
4.599;-74.191;16694;1;0
4.572;-74.217;985;1;0
4.717;-74.103;3511;1;0
4.604;-74.137;2449;1;0
4.865;-74.058;17182;1;0
4.607;-74.088;115;1;0
4.7;-74.109;2016;1;0
4.694;-74.152;2142;1;0
4.991;-74.031;1425;1;0
4.589;-74.114;646;1;0
4.683;-74.14;5582;1;0
4.652;-74.064;6854;1;0
4.646;-74.059;20831;1;0
4.746;-74.025;17423;1;0
4.668;-74.098;3914;1;0
4.635;-74.12;6594;1;0
4.59;-74.109;1470;1;0
4.729;-74.092;10135;1;0
4.701;-74.212;15262;1;0
4.71;-74.129;"2744;3913";2;0
4.745;-74.113;7581;1;0
4.72;-74.212;2935;1;0
4.741;-74.1;17026;1;0
4.707;-74.118;12511;1;0
4.614;-74.175;15194;1;0
4.708;-74.131;11836;1;0
4.631;-74.192;1726;1;0
4.61;-74.197;304;1;0
4.472;-74.124;887;1;0
4.607;-74.169;12128;1;0
4.694;-74.087;2693;1;0
4.559;-74.082;1392;1;0
4.488;-74.102;10653;1;0
4.696;-74.041;12851;1;0
4.719;-74.028;22305;1;0
4.617;-74.081;"19811;5762";2;0
4.605;-74.125;707;1;0
4.699;-74.045;22184;1;0
4.754;-74.116;6805;1;0
4.6;-74.13;7580;1;0
4.58;-74.248;"6725;7565";2;0
4.682;-74.064;"13446;13443";2;0
4.549;-74.15;18262;1;0
4.581;-74.133;"502;4631;19226";3;0
4.564;-74.155;"15327;18123;18513";3;0
4.572;-74.223;"317;8192;8191";3;0
4.669;-74.132;5411;1;0
4.684;-74.104;13278;1;0
4.661;-74.073;5772;1;0
4.639;-74.077;5854;1;0
4.658;-74.068;"19224;7642;9933";3;0
4.701;-74.078;"18241;14616";2;0
4.492;-74.118;17088;1;0
4.584;-74.171;5176;1;0
4.63;-74.074;9427;1;0
4.579;-74.082;"15309;15548;6732;610";4;0
4.652;-74.06;7836;1;0
4.75;-74.064;"13771;13353";2;0
4.602;-74.102;7975;1;0
4.876;-74.042;3142;1;0
4.577;-74.113;16165;1;0
4.584;-74.181;15186;1;0
4.633;-74.169;"4439;15179";2;0
4.584;-74.118;"4965;4966";2;0
4.564;-74.089;6030;1;0
4.609;-74.2;"384;6147;17457";3;0
4.623;-74.086;13934;1;0
4.702;-74.128;3408;1;0
4.807;-74.351;15686;1;0
4.624;-74.132;19889;1;0
4.594;-74.108;"7511;34;1014;14690";4;0
4.614;-74.201;1834;1;0
4.605;-74.082;7301;1;0
4.67;-74.151;"2190;13277";2;0
4.567;-74.169;6477;1;0
4.642;-74.065;"18263;16193";2;0
4.551;-74.16;"152;5654;582;11323";4;0
4.976;-74.292;19231;1;0
4.751;-74.063;9513;1;0
4.612;-74.187;"4691;4525;14060;264";4;0
4.615;-74.104;789;1;0
4.686;-74.15;6823;1;0
4.654;-74.087;15426;1;0
5.033;-73.997;"17868;1421";2;0
4.692;-74.087;20207;1;0
4.722;-74.067;2110;1;0
4.674;-74.07;1299;1;0
4.545;-74.111;"6611;8129";2;0
4.638;-74.07;14877;1;0
4.579;-74.128;"8663;8664;19389";3;0
4.731;-74.045;7659;1;0
4.606;-74.19;"15155;5007";2;0
4.583;-74.215;8356;1;0
4.599;-74.129;248;1;0
4.72;-74.058;17443;1;0
5.086;-74.613;13226;1;0
4.522;-74.088;7697;1;0
4.675;-74.1;13319;1;0
4.685;-74.105;"9523;12508";2;0
4.737;-74.079;13736;1;0
4.529;-74.156;16142;1;0
4.754;-74.107;"16170;13501";2;0
4.807;-74.355;20417;1;0
4.618;-74.073;20495;1;0
4.509;-74.102;1914;1;0
4.997;-74.34;19714;1;0
4.656;-74.13;"17082;14790";2;0
4.596;-74.2;"2407;9305";2;0
4.594;-74.196;16449;1;0
4.757;-74.085;"4044;9502;4061";3;0
4.743;-74.102;"6939;20645";2;0
4.719;-74.062;18830;1;0
4.705;-74.056;"2095;14038";2;0
4.596;-74.164;8499;1;0
4.608;-74.169;171;1;0
4.603;-74.133;"598;15321;21000;16415";4;0
4.596;-74.103;13238;1;0
4.603;-74.078;"4250;3905";2;0
4.575;-74.083;7093;1;0
4.593;-74.183;531;1;0
4.66;-74.069;"1339;372";2;0
4.622;-74.202;158;1;0
4.679;-74.087;"8850;8849";2;0
4.719;-74.126;1201;1;0
4.668;-74.147;"4699;4460";2;0
4.562;-74.142;"12061;9967;404;337";4;0
4.704;-74.102;14758;1;0
4.571;-74.17;10078;1;0
4.64;-74.195;14696;1;0
4.918;-74.029;"700;1608";2;0
4.57;-74.125;"12023;15037";2;0
4.647;-74.062;"15635;10458";2;0
4.632;-74.07;6277;1;0
5.026;-73.989;1104;1;0
4.723;-74.134;21035;1;0
4.638;-74.164;15360;1;0
4.758;-74.046;"6180;14311";2;0
4.666;-74.071;14494;1;0
4.604;-74.134;12596;1;0
4.689;-74.097;"5413;10460";2;0
4.553;-74.137;"5249;19708;12956;22267";4;0
4.603;-74.112;"7922;14736";2;0
4.609;-74.101;1625;1;0
5.021;-73.969;3777;1;0
4.587;-74.074;6213;1;0
4.699;-74.115;15068;1;0
4.662;-74.12;11581;1;0
4.496;-74.257;"17551;540";2;0
5.027;-74;18986;1;0
4.544;-74.09;7525;1;0
4.72;-74.094;2876;1;0
4.557;-74.112;"4192;5157;10021";3;0
4.722;-74.069;16215;1;0
4.663;-74.057;18828;1;0
4.606;-74.12;1023;1;0
4.731;-74.024;14998;1;0
4.614;-74.109;7403;1;0
4.586;-74.106;"7785;10413";2;0
4.571;-74.213;"145;9843";2;0
4.599;-74.194;"16682;18583";2;0
4.567;-74.093;14463;1;0
4.592;-74.204;"17199;360;7332";3;0
4.913;-74.42;20949;1;0
4.716;-73.968;21682;1;0
4.606;-74.075;20471;1;0
4.673;-74.109;19827;1;0
4.66;-74.106;19868;1;0
4.919;-74.031;19996;1;0
4.64;-74.063;"3472;10322";2;0
4.604;-74.173;10684;1;0
4.566;-74.144;"10108;10708;10107";3;0
4.582;-74.07;"5236;9714";2;0
4.641;-74.059;16607;1;0
4.693;-74.053;14952;1;0
4.596;-74.175;"11869;9517";2;0
4.732;-74.024;14995;1;0
4.686;-74.156;"2111;5316";2;0
4.555;-74.099;4231;1;0
4.573;-74.184;"5422;6913";2;0
4.645;-74.164;354;1;0
4.63;-74.142;1066;1;0
4.701;-74.047;2101;1;0
4.523;-74.12;"5781;5210";2;0
4.72;-74.069;8139;1;0
4.684;-74.101;698;1;0
4.58;-74.208;"7702;8031";2;0
4.569;-74.086;"6023;191";2;0
4.536;-74.143;21647;1;0
4.652;-74.079;"10775;8995";2;0
4.633;-74.187;14401;1;0
4.617;-74.149;12307;1;0
5.029;-74.001;19560;1;0
4.623;-74.09;20542;1;0
4.712;-74.053;7436;1;0
4.596;-74.201;364;1;0
4.49;-74.117;1478;1;0
4.676;-74.066;21667;1;0
4.626;-74.072;6;1;0
4.593;-74.192;10321;1;0
4.723;-74.098;905;1;0
4.654;-74.136;4030;1;0
4.647;-74.104;15974;1;0
4.588;-74.181;16960;1;0
4.6;-74.145;12625;1;0
4.712;-74.063;14515;1;0
4.641;-74.088;5336;1;0
4.582;-74.213;4844;1;0
4.595;-74.198;"8275;8276;8287";3;0
4.71;-74.201;19677;1;0
4.618;-74.078;"20524;7251";2;0
4.617;-74.166;18905;1;0
4.603;-74.14;2432;1;0
4.639;-74.138;15527;1;0
5.163;-73.8;13821;1;0
4.569;-74.15;9827;1;0
4.57;-74.077;9206;1;0
4.54;-74.16;9298;1;0
4.742;-74.101;13315;1;0
4.586;-74.081;6391;1;0
4.565;-74.095;14804;1;0
4.677;-74.149;16788;1;0
4.563;-74.13;"7763;5928";2;0
4.719;-74.092;15030;1;0
4.583;-74.101;681;1;0
4.577;-74.215;"8510;8509";2;0
4.63;-74.178;7294;1;0
5.011;-74.472;11062;1;0
4.695;-74.169;7210;1;0
4.747;-74.103;16254;1;0
4.569;-74.186;15494;1;0
4.604;-74.124;"9059;15745";2;0
4.693;-74.077;13727;1;0
4.642;-74.197;7124;1;0
4.554;-74.107;5922;1;0
4.621;-74.2;4863;1;0
4.668;-74.106;4194;1;0
4.733;-74.264;21639;1;0
4.635;-74.165;16709;1;0
4.564;-74.146;5005;1;0
4.689;-74.108;"9419;9420;16194";3;0
4.682;-74.146;"18946;18968";2;0
4.567;-74.227;13535;1;0
4.477;-74.123;2641;1;0
4.625;-74.168;"5902;419;2841";3;0
4.67;-74.119;13157;1;0
4.577;-74.122;148;1;0
4.568;-74.123;15506;1;0
4.675;-74.084;7222;1;0
4.738;-74.077;7889;1;0
4.669;-74.151;15334;1;0
4.622;-74.173;1946;1;0
4.676;-74.092;14872;1;0
4.807;-74.352;20573;1;0
4.682;-74.068;"18239;19445";2;0
4.572;-74.16;420;1;0
4.734;-74.262;"4064;624";2;0
4.622;-74.077;21207;1;0
4.737;-74.025;21405;1;0
4.62;-74.162;3900;1;0
4.697;-74.041;20246;1;0
4.719;-74.13;19986;1;0
4.58;-74.073;6514;1;0
4.501;-74.112;1573;1;0
4.586;-74.094;6345;1;0
4.701;-74.092;5019;1;0
4.559;-74.135;3184;1;0
4.553;-74.091;3873;1;0
4.64;-74.059;6978;1;0
4.735;-74.254;18100;1;0
4.649;-74.14;1279;1;0
4.748;-74.069;18316;1;0
4.69;-74.052;18418;1;0
4.593;-74.092;21803;1;0
4.713;-74.204;14529;1;0
4.616;-74.199;1543;1;0
4.694;-74.1;11345;1;0
4.622;-74.106;811;1;0
4.669;-74.119;13165;1;0
4.734;-74.267;15122;1;0
4.691;-74.092;14612;1;0
4.683;-74.104;14957;1;0
4.697;-74.168;2114;1;0
5.018;-74.002;1305;1;0
4.597;-74.127;2886;1;0
4.725;-74.056;12386;1;0
4.639;-74.162;7263;1;0
4.631;-74.181;"2287;6634";2;0
4.693;-74.087;15513;1;0
4.712;-74.142;3089;1;0
4.655;-74.051;2315;1;0
4.681;-74.053;9676;1;0
4.696;-74.179;16747;1;0
4.605;-74.144;14453;1;0
4.626;-74.163;79;1;0
4.605;-74.193;50;1;0
4.542;-74.138;13180;1;0
4.567;-74.165;13587;1;0
4.73;-74.255;15034;1;0
4.601;-74.134;17842;1;0
4.596;-74.189;5690;1;0
4.564;-74.1;"5573;15161;14661";3;0
4.675;-74.151;5779;1;0
4.635;-74.167;5918;1;0
4.548;-74.161;7846;1;0
4.729;-74.119;6390;1;0
4.593;-74.091;20491;1;0
4.628;-74.166;"421;18443;4128";3;0
4.705;-74.112;3739;1;0
4.73;-74.102;"3734;14512";2;0
4.626;-74.188;4902;1;0
4.641;-74.062;3477;1;0
4.712;-74.1;4567;1;0
5.614;-73.821;810;1;0
4.576;-74.237;104;1;0
4.543;-74.151;19661;1;0
4.72;-73.968;21075;1;0
4.634;-74.167;20086;1;0
4.503;-74.108;11883;1;0
4.707;-74.115;13601;1;0
4.624;-74.149;5650;1;0
4.524;-74.118;10359;1;0
4.713;-74.059;3894;1;0
4.54;-74.116;15935;1;0
4.65;-74.152;9663;1;0
4.562;-74.114;12292;1;0
4.569;-74.237;"109;15747";2;0
4.605;-74.147;20301;1;0
4.592;-74.196;8297;1;0
4.65;-74.063;860;1;0
4.559;-74.121;11942;1;0
4.852;-74.269;21610;1;0
4.875;-74.066;21043;1;0
4.749;-74.111;13946;1;0
4.555;-74.148;13322;1;0
4.715;-74.228;19526;1;0
4.768;-74.03;5831;1;0
4.591;-74.143;"3334;6921";2;0
4.6;-74.144;300;1;0
4.612;-74.085;"237;3947;1643";3;0
4.704;-74.134;903;1;0
4.74;-74.085;"8159;19200;17089;8163";4;0
4.56;-74.242;"351;830;353";3;0
4.995;-74.338;17631;1;0
4.65;-74.07;"18268;7245";2;0
4.626;-74.14;5017;1;0
4.764;-74.039;"12885;7252";2;0
4.693;-74.084;15910;1;0
4.611;-74.146;13398;1;0
4.706;-74.128;2718;1;0
4.505;-74.115;5947;1;0
4.502;-74.116;"7510;11154";2;0
4.744;-74.097;"13816;11755";2;0
4.744;-74.127;"15872;18784;4804";3;0
4.635;-74.163;"1115;1117";2;0
4.713;-74.211;"18923;16027;3248";3;0
4.581;-74.211;"143;7083";2;0
4.74;-74.039;"7452;20432;17816";3;0
4.724;-74.07;16011;1;0
4.633;-74.205;"8009;8008";2;0
4.679;-74.096;14317;1;0
4.852;-74.268;16007;1;0
4.589;-74.165;198;1;0
4.571;-74.079;"1261;6499;8373";3;0
4.563;-74.148;114;1;0
4.586;-74.119;"495;2261;7664";3;0
4.765;-74.051;14307;1;0
4.7;-74.104;"5944;10689";2;0
4.714;-74.056;13758;1;0
4.696;-74.032;17403;1;0
4.628;-74.198;7842;1;0
4.704;-74.116;13215;1;0
4.625;-74.137;19258;1;0
4.656;-74.105;5328;1;0
4.581;-74.198;11103;1;0
4.676;-74.074;"546;16411";2;0
4.586;-74.186;5863;1;0
4.584;-74.125;5843;1;0
4.737;-74.266;1974;1;0
4.634;-74.19;"231;15750";2;0
4.729;-74.104;16287;1;0
4.734;-74.102;"7826;6668";2;0
4.649;-74.176;"15314;295;2732;18121;14528;335";6;0
4.577;-74.208;5916;1;0
4.542;-74.114;8572;1;0
4.575;-74.237;1702;1;0
4.517;-74.09;"11890;5915";2;0
4.556;-74.096;6367;1;0
4.716;-74.127;"12070;11720";2;0
4.59;-74.178;9749;1;0
4.709;-74.136;21085;1;0
4.725;-74.093;3854;1;0
4.571;-74.169;6831;1;0
4.705;-74.137;17998;1;0
4.681;-74.094;9753;1;0
4.764;-74.035;"4539;4583";2;0
4.576;-74.209;1867;1;0
4.606;-74.072;8544;1;0
4.646;-74.163;6977;1;0
4.637;-74.204;9095;1;0
4.694;-74.108;"5880;10056;14344;530";4;0
4.639;-74.175;2882;1;0
4.543;-74.114;"6393;6154;6150";3;0
4.623;-74.184;"346;363";2;0
5.027;-74.002;20252;1;0
4.648;-74.072;20396;1;0
4.547;-74.161;"5675;6388";2;0
4.679;-74.152;"13709;2196";2;0
4.582;-74.185;2002;1;0
4.704;-74.043;6776;1;0
4.568;-74.24;119;1;0
4.642;-74.062;19953;1;0
4.695;-74.17;13387;1;0
4.67;-74.065;"9654;9352;1309;9653";4;0
4.759;-74.029;"6768;664";2;0
4.593;-74.156;201;1;0
4.626;-74.21;15358;1;0
4.663;-74.113;8495;1;0
4.675;-74.093;6404;1;0
4.623;-74.131;"37;5771";2;0
4.724;-74.036;959;1;0
4.565;-74.1;13032;1;0
4.618;-74.093;1381;1;0
4.616;-74.122;"13083;474";2;0
4.638;-74.193;"6883;7885;7884;389;12211";5;0
4.638;-74.166;"6130;3590;290;74;2374";5;0
4.617;-74.083;7949;1;0
4.637;-74.143;2772;1;0
4.732;-74.047;6239;1;0
4.664;-74.073;4435;1;0
4.615;-74.199;"12530;1009;11473";3;0
4.549;-74.165;"189;13141";2;0
4.699;-74.13;"11961;2839";2;0
4.635;-74.203;17044;1;0
4.808;-74.101;"20550;761;17836";3;0
4.71;-74.21;18982;1;0
4.859;-74.057;"17183;16137";2;0
4.672;-74.056;13615;1;0
4.593;-74.108;11951;1;0
4.608;-74.206;1873;1;0
4.71;-74.095;14078;1;0
4.893;-74.034;18979;1;0
4.637;-74.171;"10561;10031";2;0
4.723;-74.089;1429;1;0
4.716;-74.129;3049;1;0
4.594;-74.201;"13885;94";2;0
4.611;-74.073;11043;1;0
4.63;-74.108;865;1;0
4.652;-74.062;5354;1;0
4.674;-74.148;5489;1;0
4.716;-74.063;14981;1;0
4.708;-74.106;21262;1;0
4.596;-74.088;12903;1;0
4.561;-74.088;8278;1;0
4.564;-74.101;5469;1;0
4.636;-74.168;9453;1;0
4.685;-74.057;716;1;0
3.379;-76.529;7224;1;0
4.68;-74.043;3648;1;0
4.546;-74.168;"11884;11425";2;0
4.546;-74.152;"15763;5790";2;0
4.579;-74.156;19527;1;0
4.706;-74.229;20775;1;0
4.633;-74.056;20635;1;0
4.518;-74.117;20720;1;0
4.573;-74.237;131;1;0
4.741;-74.096;"512;15450";2;0
4.572;-74.24;2499;1;0
4.741;-74.089;10425;1;0
4.582;-74.224;12533;1;0
4.758;-74.039;7394;1;0
4.587;-74.075;6780;1;0
4.741;-74.046;6401;1;0
4.636;-74.097;"10496;7572";2;0
4.548;-74.093;"6741;5793;6616";3;0
4.509;-74.12;6666;1;0
4.692;-74.058;16079;1;0
4.622;-74.138;20759;1;0
4.716;-74.059;"7268;11402;19676;7463;3488;15297";6;0
4.61;-74.091;7367;1;0
4.629;-74.176;13712;1;0
4.627;-74.127;"9608;14613";2;0
4.741;-74.042;"16267;6226";2;0
4.599;-74.196;9868;1;0
4.663;-74.118;"13782;18390";2;0
4.749;-74.11;"3343;15858;10394;10393";4;0
4.587;-74.137;4342;1;0
4.629;-74.198;"61;4801";2;0
4.73;-74.279;3327;1;0
4.52;-74.118;"8289;17480";2;0
4.59;-74.174;"1675;15497;5716";3;0
4.687;-74.052;15658;1;0
4.685;-74.125;2806;1;0
4.642;-74.075;10745;1;0
4.707;-74.199;10501;1;0
4.529;-74.167;"11212;2624;2621;12650";4;0
4.518;-74.123;14593;1;0
4.966;-73.913;1169;1;0
4.59;-74.2;1343;1;0
4.665;-74.12;"16029;20154";2;0
4.673;-74.136;11508;1;0
4.683;-74.087;524;1;0
4.55;-74.102;2028;1;0
4.687;-74.155;14509;1;0
4.613;-74.104;5590;1;0
4.741;-74.102;"759;3517";2;0
4.672;-74.016;14962;1;0
4.644;-74.196;16714;1;0
4.608;-74.207;19460;1;0
4.746;-74.041;"20512;7438;6387";3;0
4.747;-74.11;"14174;13162";2;0
4.61;-74.119;"6014;11009";2;0
4.669;-74.141;5171;1;0
4.63;-74.192;"10522;10521";2;0
4.619;-74.082;3471;1;0
4.572;-74.123;19756;1;0
4.672;-74.11;19521;1;0
4.74;-74.263;18394;1;0
4.608;-74.119;1695;1;0
4.613;-74.113;"14468;3363";2;0
4.748;-74.099;12019;1;0
4.637;-74.067;"10069;19494";2;0
4.744;-74.037;6851;1;0
4.491;-74.115;19026;1;0
4.573;-74.166;"17214;4059";2;0
4.72;-74.226;701;1;0
4.614;-74.145;16153;1;0
4.562;-74.09;"18698;6425";2;0
4.568;-74.097;13702;1;0
4.651;-74.135;6798;1;0
4.602;-74.143;"7100;2779;3989";3;0
4.607;-74.18;7161;1;0
4.614;-74.207;13687;1;0
5.026;-74.002;"18869;1312";2;0
4.585;-74.132;18882;1;0
4.686;-74.066;16499;1;0
4.575;-74.154;"4988;9841;824";3;0
4.918;-74.024;2289;1;0
4.609;-74.198;216;1;0
4.583;-74.114;7290;1;0
4.608;-74.176;"9506;9505";2;0
4.683;-74.092;"9726;5433;467";3;0
4.575;-74.226;71;1;0
4.602;-74.133;7269;1;0
4.611;-74.192;1883;1;0
4.581;-74.088;2105;1;0
4.742;-74.113;18006;1;0
4.591;-74.15;7279;1;0
4.572;-74.184;7634;1;0
4.513;-74.115;5393;1;0
4.758;-74.114;"8099;8947;3031;8100";4;0
4.703;-74.109;7708;1;0
4.648;-74.073;7259;1;0
4.577;-74.2;9469;1;0
4.72;-74.071;16824;1;0
4.651;-74.159;2260;1;0
4.586;-74.168;12939;1;0
4.564;-74.145;14028;1;0
4.57;-74.129;3942;1;0
4.706;-74.231;"17958;14472";2;0
4.608;-74.088;18226;1;0
4.59;-74.153;"13330;361";2;0
4.662;-74.053;"9742;5351";2;0
4.668;-74.066;"9449;9337";2;0
4.657;-74.07;9065;1;0
4.466;-74.153;556;1;0
4.684;-74.065;9299;1;0
4.669;-74.14;1215;1;0
4.579;-74.13;19891;1;0
4.75;-74.093;"5317;763";2;0
4.637;-74.195;4782;1;0
4.647;-74.121;14489;1;0
4.758;-74.031;7387;1;0
4.566;-74.191;8137;1;0
4.518;-74.118;5314;1;0
4.581;-74.137;7874;1;0
4.494;-74.105;19295;1;0
4.498;-74.107;6234;1;0
4.631;-74.178;6782;1;0
4.672;-74.085;19976;1;0
4.692;-74.167;13448;1;0
4.745;-74.063;17412;1;0
4.67;-74.055;7501;1;0
4.663;-74.051;19316;1;0
4.724;-74.096;"21889;11632;3403";3;0
4.613;-74.195;13656;1;0
4.68;-74.148;7233;1;0
4.574;-74.124;4072;1;0
4.584;-74.109;20513;1;0
4.614;-74.2;"319;6720";2;0
4.496;-74.116;1480;1;0
4.635;-74.17;"18002;16530";2;0
4.717;-74.139;3282;1;0
4.619;-74.126;175;1;0
4.62;-74.167;"4711;4164";2;0
4.575;-74.102;8180;1;0
7.063;-73.085;11974;1;0
4.724;-74.071;5059;1;0
4.747;-74.084;4290;1;0
4.731;-74.049;562;1;0
4.724;-74.03;6969;1;0
4.707;-74.071;949;1;0
4.545;-74.083;3763;1;0
4.701;-74.099;5600;1;0
4.632;-74.079;5761;1;0
4.734;-74.026;20777;1;0
4.754;-74.081;21960;1;0
4.57;-74.162;10344;1;0
4.656;-74.079;15242;1;0
4.641;-74.195;3086;1;0
4.618;-74.188;82;1;0
4.689;-74.163;12159;1;0
4.59;-74.199;10482;1;0
4.67;-74.016;2384;1;0
4.809;-74.103;2344;1;0
4.604;-74.2;90;1;0
4.671;-74.058;10648;1;0
4.572;-74.159;"10753;15609";2;0
4.634;-74.186;13173;1;0
4.587;-74.083;12979;1;0
4.582;-74.077;4619;1;0
4.739;-74.091;11957;1;0
4.623;-74.178;6536;1;0
4.684;-74.105;2055;1;0
4.686;-74.063;18415;1;0
4.706;-74.127;22139;1;0
4.557;-74.108;9620;1;0
4.49;-74.104;9445;1;0
4.57;-74.123;15424;1;0
4.641;-74.074;18892;1;0
4.674;-74.121;8741;1;0
4.733;-74.263;"21143;22170";2;0
4.661;-74.062;"8889;5259";2;0
4.625;-74.072;2964;1;0
4.449;-74.139;835;1;0
4.623;-74.195;27;1;0
4.702;-74.043;539;1;0
4.647;-74.106;4557;1;0
4.612;-74.099;8573;1;0
4.71;-74.099;18084;1;0
5.03;-74.001;"19555;19784";2;0
4.579;-74.199;18778;1;0
4.612;-74.092;18565;1;0
4.76;-74.101;19768;1;0
4.607;-74.098;10733;1;0
4.613;-74.144;3175;1;0
4.632;-74.19;16544;1;0
4.746;-74.122;14439;1;0
4.753;-74.091;12270;1;0
4.597;-74.087;14520;1;0
4.555;-74.119;"3493;2271";2;0
4.615;-74.078;4377;1;0
4.746;-74.115;4341;1;0
4.551;-74.147;947;1;0
4.742;-74.036;527;1;0
4.763;-74.037;"10507;10006";2;0
4.729;-74.044;7704;1;0
4.701;-74.121;8876;1;0
4.645;-74.167;22176;1;0
4.633;-74.064;16634;1;0
4.633;-74.093;12054;1;0
4.806;-74.101;16582;1;0
4.596;-74.109;948;1;0
4.506;-74.118;13626;1;0
4.606;-74.221;13146;1;0
4.712;-74.219;16015;1;0
4.726;-74.026;13366;1;0
4.716;-74.061;7500;1;0
4.627;-74.17;"8733;125;11891;15218;4254;397;65";7;0
4.678;-74.103;16232;1;0
4.541;-74.155;"7014;6967";2;0
4.601;-74.188;5888;1;0
4.755;-74.084;9257;1;0
4.636;-74.157;5104;1;0
4.631;-74.204;"2004;444";2;0
4.551;-74.146;"5834;10205";2;0
4.702;-74.099;5608;1;0
4.576;-74.155;"736;14900;4979";3;0
4.57;-74.1;"9361;5417;6342;3809";4;0
4.633;-74.185;"246;4559";2;0
4.685;-74.155;2300;1;0
4.503;-74.121;19320;1;0
4.679;-74.095;"6485;10757";2;0
4.687;-74.097;9262;1;0
4.636;-74.096;"15307;7481";2;0
4.624;-74.121;6298;1;0
4.612;-74.173;"13199;161";2;0
4.643;-74.062;"5744;8500";2;0
4.606;-74.184;"187;5864";2;0
4.633;-74.179;13611;1;0
4.807;-74.353;15700;1;0
4.624;-74.167;"1700;18877";2;0
4.573;-74.092;"7152;13076;15303";3;0
4.695;-74.087;5972;1;0
4.639;-74.17;227;1;0
4.742;-74.041;6432;1;0
4.565;-74.145;9797;1;0
4.688;-74.099;19267;1;0
4.668;-74.121;1757;1;0
4.51;-74.116;1843;1;0
4.664;-74.133;6641;1;0
4.623;-74.102;7304;1;0
4.661;-74.065;14199;1;0
4.61;-74.192;448;1;0
4.637;-74.075;19127;1;0
4.568;-74.146;884;1;0
4.693;-74.054;944;1;0
4.582;-74.198;7676;1;0
4.678;-74.045;2637;1;0
4.811;-74.357;"21214;22093";2;0
4.615;-74.178;8205;1;0
4.632;-74.109;"13404;12883";2;0
4.622;-74.178;"11200;10746;21687";3;0
4.6;-74.182;"202;22058";2;0
4.737;-74.031;4471;1;0
4.551;-74.099;"7262;5607";2;0
4.736;-74.085;18183;1;0
4.76;-74.093;19713;1;0
4.863;-74.06;19247;1;0
4.618;-74.153;3050;1;0
4.651;-74.075;19292;1;0
4.58;-74.101;"19707;9354";2;0
4.694;-74.065;19716;1;0
4.621;-74.091;"20490;9901";2;0
4.619;-74.172;8631;1;0
4.714;-74.138;14313;1;0
4.693;-74.102;"3433;9507;1940";3;0
4.723;-74.09;14286;1;0
4.571;-74.168;"13416;10319";2;0
4.651;-74.089;7680;1;0
4.581;-74.072;6804;1;0
4.634;-74.17;5567;1;0
4.853;-74.049;21092;1;0
4.552;-74.408;21766;1;0
4.612;-74.065;15359;1;0
4.753;-74.12;8032;1;0
4.695;-74.105;"5895;12692";2;0
4.587;-74.118;7265;1;0
4.517;-74.114;2378;1;0
4.737;-74.046;4050;1;0
4.623;-74.133;2962;1;0
4.637;-74.174;"6229;10032;2492";3;0
4.925;-74.024;4570;1;0
4.665;-74.057;"10173;10174";2;0
4.56;-74.15;675;1;0
4.746;-74.121;10650;1;0
4.705;-74.124;2768;1;0
4.738;-74.094;3108;1;0
4.579;-74.213;434;1;0
4.627;-74.146;11310;1;0
4.707;-74.127;16377;1;0
4.757;-74.055;19371;1;0
4.707;-74.207;"19382;3842";2;0
3.452;-76.533;3694;1;0
4.843;-74.082;"2537;2524";2;0
4.704;-74.131;14086;1;0
4.696;-74.11;"13512;10908";2;0
4.585;-74.207;1613;1;0
4.746;-74.043;3623;1;0
4.552;-74.093;14802;1;0
4.589;-74.153;5115;1;0
