LATITUDE;LONGITUDE;CLIENT_LIST;CLIENT_WEIGHT;OWN
4.6178227;-74.188169;82;1;0
4.5474409;-74.1109194;11911;1;0
4.5003287;-74.1121294;1460;1;0
4.6538789;-74.136068;4030;1;0
4.6004016;-74.0908816;20711;1;0
5.0260359;-74.0016461;1312;1;0
4.6982994;-74.093874;14594;1;0
4.733842;-74.2779717;18028;1;0
4.6398557;-74.0755035;20527;1;0
4.716357;-74.0588259;7268;1;0
4.5171039;-74.0895275;5915;1;0
4.6669266;-74.1488572;7570;1;0
4.6487571;-74.0649537;9587;1;0
4.6301606;-74.2029868;13351;1;0
4.7567157;-74.0852969;4044;1;0
5.0253936;-73.9995419;20223;1;0
4.6625769;-74.0568895;18828;1;0
4.5965923;-74.1013937;14340;1;0
4.5934492;-74.1915367;10321;1;0
4.5824887;-74.1297098;17030;1;0
4.7562971;-74.1174271;16734;1;0
4.7428042;-74.1010825;10389;1;0
4.5652574;-74.2283409;12000;1;0
4.6114545;-74.0836172;10659;1;0
4.6419547;-74.1386368;10984;1;0
4.7451066;-74.1169177;14450;1;0
4.7327715;-74.1004719;16543;1;0
4.6048328;-74.1471995;20301;1;0
4.9911098;-73.8737859;19392;1;0
4.6168335;-74.1598399;15222;1;0
4.6261407;-74.0717592;6;1;0
4.7392861;-74.0841804;13577;1;0
4.5437493;-74.1464689;1479;1;0
4.5844769;-74.1038527;6200;1;0
5.0176493;-74.001699;1305;1;0
4.6239141;-74.075569;11778;1;0
4.6763069;-74.1415142;5256;1;0
4.7060612;-74.1235945;2736;1;0
4.5870609;-74.1879399;112;1;0
4.7122763;-74.2303687;14540;1;0
4.807809;-74.3538787;18450;1;0
4.6315506;-74.1881452;20749;1;0
4.6111252;-74.1918249;1883;1;0
4.8654279;-74.0439147;3883;1;0
4.5447686;-74.0837417;122;1;0
4.6414861;-74.1387991;11877;1;0
4.5428311;-74.1392007;1533;1;0
4.6271267;-74.1997172;5941;1;0
4.7382966;-74.0968771;5702;1;0
4.6243511;-74.1487657;5650;1;0
4.6454496;-74.163629;354;1;0
4.5807025;-74.1356277;3937;1;0
4.7289854;-74.1048512;3788;1;0
4.7142008;-74.0553218;3884;1;0
4.602229;-74.1950171;5906;1;0
4.5689447;-74.1511791;297;1;0
4.7088278;-74.0452491;4603;1;0
4.7151875;-74.2144564;3672;1;0
4.7463037;-74.0428137;3623;1;0
6.2012311;-75.578309;11412;1;0
4.6711293;-74.0843149;20873;1;0
4.5737416;-74.1538426;21955;1;0
4.5708921;-74.1238841;21709;1;0
4.6058472;-74.0948458;21005;1;0
4.547397;-74.1513848;14446;1;0
4.6562247;-74.1109023;10495;1;0
4.6956326;-74.1253404;14370;1;0
4.6264562;-74.1693748;16196;1;0
4.708042;-74.1261141;10676;1;0
4.7577408;-74.0970199;16627;1;0
4.8195866;-74.2221387;20050;1;0
4.9299566;-74.1724378;17207;1;0
4.7430809;-74.1084854;16596;1;0
4.7513389;-74.1143289;17860;1;0
4.6755996;-74.1095495;20045;1;0
4.6764368;-74.056032;17202;1;0
4.7544874;-74.0845278;19757;1;0
4.6362925;-74.1572761;5104;1;0
4.7200337;-74.1201972;7450;1;0
4.6295835;-74.1910451;7209;1;0
4.6201739;-74.1482411;3570;1;0
4.6185646;-74.1879615;21280;1;0
4.6463922;-74.0921112;19354;1;0
4.6379303;-74.1453643;11419;1;0
4.7368761;-74.0920427;17166;1;0
4.6443282;-74.0669095;18994;1;0
4.5768732;-74.1692465;3225;1;0
4.6937778;-74.1078345;10056;1;0
4.6760589;-74.104743;12332;1;0
4.6411202;-74.0593348;16607;1;0
4.7398874;-74.0386491;17816;1;0
4.639302;-74.0719683;17125;1;0
4.5676022;-74.1686036;12688;1;0
4.765641;-74.0284038;14348;1;0
4.7315928;-74.0244797;14995;1;0
4.7065918;-74.1312583;1369;1;0
4.5884016;-74.1085943;3995;1;0
4.5968223;-74.1272681;2886;1;0
4.6167321;-74.1441454;3167;1;0
4.5889813;-74.073791;1458;1;0
4.7109141;-74.2047601;3602;1;0
4.7478381;-74.1115222;3963;1;0
4.6593295;-74.0628045;6092;1;0
4.7171091;-74.2062799;3979;1;0
4.5841179;-74.1114649;5993;1;0
4.521779;-74.1204716;5800;1;0
4.6212238;-74.171899;3216;1;0
4.6204687;-74.1970967;4114;1;0
4.6656954;-74.1432299;21586;1;0
4.8064663;-74.3522414;20557;1;0
4.6472266;-74.1073409;19504;1;0
4.7407112;-74.1280422;19896;1;0
4.7371241;-74.0744814;1773;1;0
4.7164738;-74.141698;2776;1;0
