,lat,long,weight,y_pred
1636,4.7432339,-74.1269291,1.0,1
1637,4.5637809,-74.1536202,1.0,1
1638,4.5173761,-74.1173088,1.0,1
1639,4.6119996,-74.206236,1.0,1
1640,4.5999122,-74.1436301,1.0,1
1641,4.6125048,-74.1987082,1.0,1
1642,4.7201175,-74.0567201,1.0,1
1643,4.7495714,-74.1135155,1.0,1
1644,4.6230992,-74.1981847,1.0,1
1645,4.746251,-74.0627308,1.0,1
1646,4.5746681,-74.1821674,1.0,1
1647,4.5701722,-74.099817,1.0,1
1648,4.7370082,-74.1019239,1.0,1
1649,4.5425928,-74.0876317,1.0,1
1650,4.7468581,-74.1148988,1.0,1
1651,4.6568561,-74.1585589,1.0,1
1652,4.5697906,-74.0771493,1.0,1
1653,4.7215277,-74.0419509,1.0,1
1654,4.5842396,-74.1027994,1.0,1
1655,4.6336179,-74.0677127,1.0,1
1656,4.6791689,-74.0874612,1.0,1
1657,4.6392839,-74.1957425,1.0,1
1660,4.5614013,-74.1428152,1.0,1
1661,4.6603494,-74.06162,1.0,1
1662,4.6384664,-74.068698,1.0,1
1663,4.6191696,-74.203524,1.0,1
1664,4.7108958,-74.1314106,1.0,1
1665,4.6860486,-74.1436414,1.0,1
1666,4.5860393,-74.1191444,1.0,1
1667,4.5529483,-74.1519595,1.0,1
1669,4.6695631,-74.1504379,1.0,1
1671,4.6085694,-74.201543,1.0,1
1672,4.6260157,-74.1691435,1.0,1
1674,4.6349713,-74.1627207,1.0,1
1675,4.6973463,-74.1267813,1.0,1
1676,4.5935083,-74.1124609,1.0,1
1678,4.74218,-74.1133982,1.0,1
1680,4.6078801,-74.1795112,1.0,1
1681,4.5488526,-74.0891989,1.0,1
1682,4.705544,-74.1275464,1.0,1
1683,4.5023472,-74.1127914,1.0,1
1684,4.5555758,-74.0933013,1.0,1
1685,4.6059991,-74.090498,1.0,1
1686,4.6443556,-74.0633196,1.0,1
1687,4.5019049,-74.1159464,1.0,1
1688,4.6015858,-74.187615,1.0,1
1689,4.5903356,-74.0926347,1.0,1
1690,4.648662,-74.1755846,1.0,1
1691,4.561721,-74.1437925,1.0,1
1692,4.5905393,-74.1434783,1.0,1
1693,4.5002719,-74.108992,1.0,1
1694,4.5506558,-74.1461508,1.0,1
1696,4.627778,-74.17368,1.0,1
1697,4.5449364,-74.111349,1.0,1
1698,4.5074641,-74.1122048,1.0,1
1700,4.5862864,-74.2111669,1.0,1
1701,4.581072,-74.1975992,1.0,1
1702,4.58653,-74.1676204,1.0,1
1703,4.5174234,-74.0914863,1.0,1
1704,4.7200959,-74.0924186,1.0,1
1705,4.6503556,-74.0526419,1.0,1
1706,4.5552065,-74.1100868,1.0,1
1707,4.6041656,-74.1239351,1.0,1
1708,4.5734344,-74.1536935,1.0,1
1709,4.5217071,-74.1184559,1.0,1
1710,4.5786343,-74.12053,1.0,1
1711,4.7447589,-74.1188057,1.0,1
1712,4.5983543,-74.0942458,1.0,1
1713,4.633079,-74.0569342,1.0,1
1714,4.5114498,-74.1125231,1.0,1
1715,4.547598,-74.0962559,1.0,1
1716,4.636215,-74.0966159,1.0,1
1718,4.6993765,-74.1278875,1.0,1
1719,4.737891,-74.1007892,1.0,1
1720,4.7072143,-74.1307309,1.0,1
1721,4.7485106,-74.1096479,1.0,1
1722,4.6120616,-74.1867103,1.0,1
1723,4.6402281,-74.0636504,1.0,1
1724,4.6149229,-74.1647251,1.0,1
1725,4.5901544,-74.0813001,1.0,1
1726,4.5896751,-74.1527528,1.0,1
1727,4.7490603,-74.0622062,1.0,1
1728,4.5107627,-74.1145355,1.0,1
1729,4.6054904,-74.0754276,1.0,1
1730,4.5876537,-74.1669108,1.0,1
1731,4.570207,-74.1444939,1.0,1
1732,4.557619,-74.1160967,1.0,1
1733,4.7142764,-74.1350234,1.0,1
1734,4.6350589,-74.1881267,1.0,1
1735,4.578576,-74.2077208,1.0,1
1736,4.5787222,-74.2161388,1.0,1
1737,4.6083825,-74.0749326,1.0,1
1738,4.6270765,-74.1694094,1.0,1
1739,4.5815611,-74.074528,1.0,1
1740,4.5803124,-74.1878558,1.0,1
1742,4.6463459,-74.0550224,1.0,1
1743,4.718586,-74.1316467,1.0,1
1745,4.7418568,-74.1035348,1.0,1
1746,4.5697839,-74.1259169,1.0,1
1748,4.6696827,-74.1228853,1.0,1
1749,4.6695029,-74.1331032,1.0,1
1751,4.6222797,-74.076575,1.0,1
1752,4.558292,-74.0979809,1.0,1
1753,4.6227521,-74.085729,1.0,1
1754,4.5669675,-74.1466144,1.0,1
1755,4.690011,-74.098377,1.0,1
1757,4.6707192,-74.1009339,1.0,1
1758,4.688347,-74.082936,1.0,1
1759,4.6042946,-74.0823511,1.0,1
1760,4.6035617,-74.1285962,1.0,1
1761,4.7556121,-74.0924415,1.0,1
1763,4.7480687,-74.045972,1.0,1
1765,4.7342444,-74.1024332,1.0,1
1766,4.6121747,-74.1959761,1.0,1
1767,4.5889124,-74.1038755,1.0,1
1768,4.5970208,-74.122294,1.0,1
1769,4.7342696,-74.18323,1.0,1
1770,4.7182646,-74.0690624,1.0,1
1771,4.7482934,-74.099667,1.0,1
1772,4.7499581,-74.0576508,1.0,1
1773,4.6147912,-74.1498879,1.0,1
1774,4.6391335,-74.0717767,1.0,1
1775,4.6858724,-74.0498946,1.0,1
1776,4.5494212,-74.0967878,1.0,1
1777,4.6291598,-74.0668548,1.0,1
1779,4.6807363,-74.093868,1.0,1
1780,4.7377892,-74.0298498,1.0,1
1781,4.6579526,-74.0685072,1.0,1
1782,4.5591317,-74.090904,1.0,1
1784,4.5399966,-74.1384168,1.0,1
1785,4.5518839,-74.0986931,1.0,1
1786,4.599166,-74.1800729,1.0,1
1787,4.6076101,-74.1109388,1.0,1
1788,4.7151754,-74.1051351,1.0,1
1789,4.6818973,-74.1338853,1.0,1
1790,4.613031,-74.2002164,1.0,1
1791,4.58639,-74.0726285,1.0,1
1792,4.6727174,-74.1454807,1.0,1
1793,4.5708794,-74.0788222,1.0,1
1794,4.6250048,-74.1369647,1.0,1
1795,4.7451232,-74.1168711,1.0,1
1796,4.6266957,-74.1877254,1.0,1
1797,4.5613364,-74.120567,1.0,1
1798,4.5918609,-74.1730325,1.0,1
1800,4.744081,-74.1272121,1.0,1
1803,4.5352162,-74.1472311,1.0,1
1804,4.742726,-74.1010302,1.0,1
1805,4.5876685,-74.1053681,1.0,1
1806,4.6856344,-74.1456821,1.0,1
1807,4.7504247,-74.0639744,1.0,1
1808,4.7525031,-74.1020429,1.0,1
1809,4.741642,-74.0912053,1.0,1
1810,4.5094529,-74.1126746,1.0,1
1811,4.5483569,-74.1096672,1.0,1
1812,4.6120514,-74.1733129,1.0,1
1813,4.6373153,-74.0640789,1.0,1
1814,4.6887192,-74.0883944,1.0,1
1815,4.6261569,-74.1917845,1.0,1
1816,4.7410444,-74.0973543,1.0,1
1817,4.7148243,-74.0961849,1.0,1
1818,4.5266874,-74.1170922,1.0,1
1819,4.5569824,-74.107853,1.0,1
1820,4.5997595,-74.1330355,1.0,1
1821,4.6136976,-74.1967212,1.0,1
1822,4.6477198,-74.159476,1.0,1
1823,4.5753124,-74.2131983,1.0,1
1824,4.576982,-74.1128113,1.0,1
1825,4.6032055,-74.132663,1.0,1
1826,4.6377854,-74.1608447,1.0,1
1827,4.6259396,-74.1693459,1.0,1
1828,4.645577,-74.071302,1.0,1
1829,4.7415253,-74.0313974,1.0,1
1830,4.7082245,-74.1225882,1.0,1
1831,4.558257,-74.1009682,1.0,1
1833,4.6373464,-74.1737292,1.0,1
1834,4.5663912,-74.0993188,1.0,1
1835,4.5446327,-74.0879754,1.0,1
1836,4.5806616,-74.1250858,1.0,1
1837,4.6052918,-74.1311753,1.0,1
1838,4.625311,-74.1677556,1.0,1
1839,4.6212705,-74.1994947,1.0,1
1840,4.651417,-74.1352691,1.0,1
1842,4.7301088,-74.0993659,1.0,1
1843,4.5824246,-74.1162796,1.0,1
1845,4.5623429,-74.1418645,1.0,1
1846,4.6442841,-74.1626689,1.0,1
1847,4.572494,-74.167441,1.0,1
1848,4.5889638,-74.1626885,1.0,1
1849,4.6136336,-74.1122456,1.0,1
1850,4.6138082,-74.1654852,1.0,1
1851,4.7643431,-74.0393859,1.0,1
1852,4.5266774,-74.117119,1.0,1
1853,4.6102874,-74.189846,1.0,1
1854,4.5838737,-74.1813796,1.0,1
1855,4.6019749,-74.0985028,1.0,1
1856,4.7458433,-74.041148,1.0,1
1857,4.6089822,-74.0966333,1.0,1
1858,4.6207769,-74.0961074,1.0,1
1859,4.5174439,-74.0909611,1.0,1
1860,4.6289887,-74.1979872,1.0,1
1861,4.5793168,-74.2080415,1.0,1
1862,4.5938045,-74.1379476,1.0,1
1863,4.6601255,-74.1086519,1.0,1
1864,4.6164635,-74.0710537,1.0,1
1865,4.6872789,-74.0653754,1.0,1
1866,4.6903554,-74.0414481,1.0,1
1867,4.7557588,-74.0843819,1.0,1
1868,4.5449085,-74.0835441,1.0,1
1869,4.6195077,-74.1623306,1.0,1
1870,4.6655987,-74.126612,1.0,1
1871,4.7319452,-74.0983851,1.0,1
1872,4.63983,-74.0674035,1.0,1
1873,4.7860896,-74.0522055,1.0,1
1874,4.5640446,-74.1006652,1.0,1
1875,4.6059315,-74.1982369,1.0,1
1876,4.6077313,-74.0746736,1.0,1
1877,4.5793713,-74.2243989,1.0,1
1878,4.5636908,-74.099918,1.0,1
1879,4.6269209,-74.1770003,1.0,1
1880,4.7205941,-74.0941994,1.0,1
1883,4.620441,-74.113911,1.0,1
1884,4.581968,-74.2237088,1.0,1
1885,4.6100094,-74.2099956,1.0,1
1886,4.555238,-74.1101669,1.0,1
1887,4.6510666,-74.1683044,1.0,1
1888,4.7200946,-74.1233423,1.0,1
1890,4.5088862,-74.1143308,1.0,1
1891,4.603232,-74.0825293,1.0,1
1892,4.5360247,-74.1427154,1.0,1
1893,4.605447,-74.1149347,1.0,1
1894,4.6306956,-74.1069518,1.0,1
1896,4.7054015,-74.1276066,1.0,1
1898,4.7173832,-74.0357149,1.0,1
1899,4.6214004,-74.0956985,1.0,1
1900,4.7408039,-74.0440063,1.0,1
1901,4.5922293,-74.115523,1.0,1
1902,4.6708665,-74.0661958,1.0,1
1903,4.6154416,-74.0829483,1.0,1
1904,4.7211376,-74.0944699,1.0,1
1905,4.637226,-74.1904231,1.0,1
1906,4.6277984,-74.0727659,1.0,1
1907,4.6099212,-74.1087939,1.0,1
1908,4.6239614,-74.1872876,1.0,1
1909,4.7157376,-74.1426303,1.0,1
1910,4.6228227,-74.1275441,1.0,1
1911,4.6088851,-74.0911086,1.0,1
1912,4.7065226,-74.1153335,1.0,1
1913,4.7427265,-74.1008442,1.0,1
1914,4.7418599,-74.0354571,1.0,1
1915,4.5904435,-74.200383,1.0,1
1916,4.5932498,-74.1081442,1.0,1
1917,4.6349405,-74.1712711,1.0,1
1918,4.6321199,-74.1861116,1.0,1
1919,4.6398955,-74.1597773,1.0,1
1920,4.6049176,-74.1446979,1.0,1
1921,4.7162581,-74.1236261,1.0,1
1922,4.5749537,-74.123997,1.0,1
1923,4.6353616,-74.1696842,1.0,1
1924,4.6120517,-74.1733136,1.0,1
1925,4.7149676,-74.0552071,1.0,1
1926,4.5478538,-74.1657517,1.0,1
1927,4.6278587,-74.1656419,1.0,1
1928,4.6322935,-74.0675027,1.0,1
1929,4.6942269,-74.1685872,1.0,1
1930,4.5105657,-74.1075,1.0,1
1931,4.6633016,-74.0722208,1.0,1
1933,4.7465863,-74.1201366,1.0,1
1934,4.6238772,-74.2065713,1.0,1
1935,4.6759142,-74.0735936,1.0,1
1936,4.6187148,-74.1880228,1.0,1
1937,4.6028499,-74.1930944,1.0,1
1939,4.5171269,-74.1164089,1.0,1
1940,4.7234071,-74.06921,1.0,1
1941,4.5948783,-74.1829621,1.0,1
1942,4.5638515,-74.1248727,1.0,1
1944,4.5670633,-74.1290299,1.0,1
1945,4.6361972,-74.0991166,1.0,1
1946,4.6458023,-74.0871252,1.0,1
1947,4.7023802,-74.0516102,1.0,1
1948,4.7161405,-74.0589097,1.0,1
1949,4.5942591,-74.1914,1.0,1
1951,4.694824,-74.116038,1.0,1
1952,4.6433266,-74.0733157,1.0,1
1954,4.6106572,-74.1655645,1.0,1
1955,4.7530655,-74.0377225,1.0,1
1956,4.6430656,-74.0646082,1.0,1
1957,4.5999099,-74.1590263,1.0,1
1958,4.6431466,-74.1717501,1.0,1
1959,4.5899545,-74.1990416,1.0,1
1960,4.6246783,-74.1675649,1.0,1
1961,4.5808689,-74.1883092,1.0,1
1962,4.6888329,-74.0512822,1.0,1
1963,4.7579973,-74.0998805,1.0,1
1964,4.5173343,-74.0928874,1.0,1
1965,4.5691575,-74.0936945,1.0,1
1966,4.630905,-74.0928784,1.0,1
1967,4.5233488,-74.1199118,1.0,1
1968,4.6434544,-74.0677422,1.0,1
1969,4.581394,-74.1796122,1.0,1
1970,4.5857031,-74.1035159,1.0,1
1971,4.578782,-74.1060575,1.0,1
1972,4.6552838,-74.0505812,1.0,1
1973,4.7438799,-74.1271264,1.0,1
1974,4.6294796,-74.1874471,1.0,1
1975,4.6817714,-74.100493,1.0,1
1976,4.5761666,-74.218903,1.0,1
1978,4.6120269,-74.2080282,1.0,1
1979,4.6349508,-74.1645434,1.0,1
1981,4.743325,-74.1248787,1.0,1
1982,4.6050297,-74.1931762,1.0,1
1983,4.6139942,-74.1650725,1.0,1
1984,4.6461391,-74.0586311,1.0,1
1985,4.6127607,-74.1964761,1.0,1
1986,4.7205054,-74.0400283,1.0,1
1987,4.5344841,-74.1528404,1.0,1
1988,4.6767878,-74.0508512,1.0,1
1989,4.7471743,-74.1166178,1.0,1
1990,4.6208937,-74.1660826,1.0,1
1991,4.5863679,-74.1887343,1.0,1
1992,4.6007183,-74.1343791,1.0,1
1993,4.710893,-74.1359713,1.0,1
1996,4.671826,-74.1104828,1.0,1
1997,4.572475,-74.1253983,1.0,1
2000,4.6313712,-74.1072748,1.0,1
2001,4.638223,-74.1929177,1.0,1
2002,4.6914939,-74.0919794,1.0,1
2003,4.7511259,-74.0851067,1.0,1
2004,4.6617119,-74.0789959,1.0,1
2005,4.7453688,-74.1169756,1.0,1
2006,4.6827549,-74.0486492,1.0,1
2007,4.6142021,-74.2068991,1.0,1
2008,4.6887167,-74.0979771,1.0,1
2009,4.5406903,-74.0934116,1.0,1
2010,4.601976,-74.142655,1.0,1
2011,4.5621648,-74.0966559,1.0,1
2012,4.554534,-74.138401,1.0,1
2013,4.5787821,-74.1143247,1.0,1
2014,4.6084313,-74.1797619,1.0,1
2015,4.6933838,-74.0840892,1.0,1
2016,4.6357422,-74.0668947,1.0,1
2017,4.6166696,-74.1385381,1.0,1
2018,4.6711039,-74.0858636,1.0,1
2019,4.5725663,-74.0895828,1.0,1
2020,4.6975373,-74.0438978,1.0,1
2021,4.6247099,-74.1153769,1.0,1
2024,4.6391255,-74.0780898,1.0,1
2025,4.5674002,-74.0864486,1.0,1
2027,4.5768782,-74.1220912,1.0,1
2028,4.703448,-74.1097456,1.0,1
2029,4.7440336,-74.1151053,1.0,1
2030,4.731607,-74.0453715,1.0,1
2031,4.6689242,-74.1404028,1.0,1
2032,4.7250549,-74.092313,1.0,1
2033,4.654356,-74.1506914,1.0,1
2035,4.6820863,-74.1344902,1.0,1
2037,4.718507,-74.0346558,1.0,1
2038,4.6211221,-74.1176046,1.0,1
2039,4.5028397,-74.1155489,1.0,1
2040,4.670612,-74.1551917,1.0,1
2041,4.7139548,-74.1415117,1.0,1
2042,4.6142333,-74.126092,1.0,1
2043,4.5160429,-74.1162072,1.0,1
2044,4.6056827,-74.1504671,1.0,1
2045,4.7070896,-74.069369,1.0,1
2046,4.6607191,-74.0687429,1.0,1
2047,4.6515637,-74.0647388,1.0,1
2048,4.7019968,-74.1311284,1.0,1
2049,4.5025128,-74.1130342,1.0,1
2050,4.6686573,-74.0736992,1.0,1
2051,4.5795904,-74.2158857,1.0,1
2052,4.6354121,-74.0938146,1.0,1
2053,4.6789809,-74.0877595,1.0,1
2056,4.5404775,-74.089833,1.0,1
2057,4.6179264,-74.1644387,1.0,1
2058,4.5857722,-74.1664546,1.0,1
2059,4.619188,-74.0797787,1.0,1
2060,4.6886452,-74.0514041,1.0,1
2061,4.5575741,-74.2085251,1.0,1
2062,4.5605803,-74.0977394,1.0,1
2063,4.6603803,-74.0713024,1.0,1
2064,4.6153617,-74.2140475,1.0,1
2065,4.5884388,-74.1820315,1.0,1
2066,4.632831,-74.064959,1.0,1
2067,4.6285872,-74.0675235,1.0,1
2068,4.6722303,-74.1362406,1.0,1
2069,4.6621924,-74.0565203,1.0,1
2070,4.5012709,-74.1061063,1.0,1
2071,4.5818867,-74.1265913,1.0,1
2072,4.584436,-74.1915608,1.0,1
2074,4.5102386,-74.1176499,1.0,1
2075,4.6248921,-74.0881902,1.0,1
2076,4.7263615,-74.0919065,1.0,1
2077,4.5083551,-74.1162428,1.0,1
2078,4.7109266,-74.0741274,1.0,1
2079,4.5689832,-74.1500549,1.0,1
2080,4.567658,-74.086816,1.0,1
2081,4.7294439,-74.0282536,1.0,1
2082,4.5372076,-74.1401044,1.0,1
2083,4.7343948,-74.0266097,1.0,1
2084,4.6167823,-74.1140923,1.0,1
2085,4.6797208,-74.1518145,1.0,1
2086,4.550336,-74.1022369,1.0,1
2087,4.7405302,-74.0412349,1.0,1
2088,4.5682634,-74.0968903,1.0,1
2089,4.755148,-74.0493388,1.0,1
2090,4.5779059,-74.1249418,1.0,1
2091,4.6917938,-74.1011024,1.0,1
2092,4.5992785,-74.0786477,1.0,1
2093,4.7350762,-74.0987406,1.0,1
2094,4.6461508,-74.1643278,1.0,1
2095,4.7026618,-74.0921992,1.0,1
2096,4.6230049,-74.1986378,1.0,1
2097,4.617557,-74.2046467,1.0,1
2098,4.5524248,-74.0981628,1.0,1
2099,4.622531,-74.1875034,1.0,1
2100,4.6240585,-74.075453,1.0,1
2101,4.5926662,-74.0973086,1.0,1
2102,4.5083944,-74.0988678,1.0,1
2103,4.6393452,-74.0765449,1.0,1
2104,4.7151126,-74.1276894,1.0,1
2105,4.6218721,-74.1898618,1.0,1
2106,4.5968082,-74.0891689,1.0,1
2107,4.5851469,-74.1267264,1.0,1
2108,4.7462346,-74.1092921,1.0,1
2109,4.5141866,-74.1146431,1.0,1
2110,4.7453809,-74.096594,1.0,1
2111,4.5760262,-74.2064553,1.0,1
2112,4.6567227,-74.1119476,1.0,1
2113,4.6105219,-74.148564,1.0,1
2114,4.6994328,-74.0722482,1.0,1
2115,4.6003257,-74.1818568,1.0,1
2116,4.7654262,-74.0515678,1.0,1
2117,4.5634434,-74.1851313,1.0,1
2118,4.5477223,-74.1546728,1.0,1
2119,4.6923964,-74.1013241,1.0,1
2120,4.5670306,-74.1018157,1.0,1
2121,4.6292713,-74.1756541,1.0,1
2122,4.6839048,-74.1513449,1.0,1
2123,4.6399336,-74.1459875,1.0,1
2124,4.69889,-74.042418,1.0,1
2125,4.5679009,-74.0896165,1.0,1
2126,4.6709208,-74.1536315,1.0,1
2127,4.6727678,-74.1364692,1.0,1
2128,4.6221554,-74.1899774,1.0,1
2129,4.7246089,-74.0717447,1.0,1
2130,4.680377,-74.1011438,1.0,1
2131,4.574019,-74.1006503,1.0,1
2132,4.6016432,-74.1336826,1.0,1
2133,4.6940485,-74.096544,1.0,1
2134,4.7414408,-74.124039,1.0,1
2135,4.6024635,-74.1639926,1.0,1
2136,4.6025583,-74.1834668,1.0,1
2137,4.5758109,-74.1551321,1.0,1
2138,4.6120128,-74.1775331,1.0,1
2139,4.7103413,-74.1010872,1.0,1
2140,4.6195173,-74.0708115,1.0,1
2141,4.6838734,-74.0856412,1.0,1
2142,4.6465024,-74.0622336,1.0,1
2143,4.6606327,-74.0717051,1.0,1
2144,4.6449686,-74.1723876,1.0,1
2145,4.7120824,-74.1318291,1.0,1
2146,4.5187149,-74.1232517,1.0,1
2147,4.5522045,-74.0858696,1.0,1
2148,4.741518,-74.1285096,1.0,1
2149,4.632076,-74.2046063,1.0,1
2151,4.603008,-74.0834343,1.0,1
2152,4.6463531,-74.0920877,1.0,1
2153,4.6274244,-74.1698759,1.0,1
2154,4.5904787,-74.1984073,1.0,1
2155,4.7164849,-74.1261368,1.0,1
2156,4.6675834,-74.0660327,1.0,1
2157,4.5562359,-74.1119624,1.0,1
2158,4.5775472,-74.1274572,1.0,1
2159,4.7427881,-74.1014371,1.0,1
2160,4.6147953,-74.1782963,1.0,1
2162,4.670907,-74.0929594,1.0,1
2163,4.7269657,-74.0405288,1.0,1
2164,4.6861478,-74.0626526,1.0,1
2165,4.5145434,-74.1128442,1.0,1
2166,4.7514811,-74.1144725,1.0,1
2167,4.7168389,-74.0648466,1.0,1
2168,4.6694378,-74.0860745,1.0,1
2169,4.6033425,-74.0681206,1.0,1
2170,4.6488329,-74.0618564,1.0,1
2171,4.549975,-74.0924912,1.0,1
2173,4.6059084,-74.1841635,1.0,1
2174,4.7572638,-74.0374582,1.0,1
2176,4.5886812,-74.100276,1.0,1
2177,4.687777,-74.0489985,1.0,1
2178,4.6829113,-74.0920729,1.0,1
2179,4.6365356,-74.0749625,1.0,1
2180,4.556658,-74.1218754,1.0,1
2181,4.6117499,-74.1946782,1.0,1
2183,4.6029007,-74.0697575,1.0,1
2184,4.7430963,-74.1268623,1.0,1
2185,4.5665661,-74.1603689,1.0,1
2186,4.6289074,-74.1962049,1.0,1
2187,4.716633,-74.052663,1.0,1
2188,4.6815374,-74.0653535,1.0,1
2189,4.6250132,-74.1470792,1.0,1
2191,4.6299736,-74.1879988,1.0,1
2192,4.5453741,-74.1685814,1.0,1
2193,4.6302088,-74.0743182,1.0,1
2194,4.6259866,-74.1658082,1.0,1
2195,4.7016747,-74.1295067,1.0,1
2196,4.6557143,-74.0643969,1.0,1
2197,4.7367457,-74.0948491,1.0,1
2198,4.7400332,-74.0848193,1.0,1
2199,4.5976478,-74.1950026,1.0,1
2200,4.5893601,-74.1026178,1.0,1
2201,4.588926,-74.2242156,1.0,1
2202,4.6100882,-74.1893836,1.0,1
2203,4.5686318,-74.0825502,1.0,1
2204,4.573696,-74.1513693,1.0,1
2205,4.608705,-74.122522,1.0,1
2206,4.6586597,-74.0530708,1.0,1
2207,4.5921731,-74.1611872,1.0,1
2208,4.6851572,-74.1043549,1.0,1
2209,4.7176414,-74.0912522,1.0,1
2210,4.6297641,-74.1876175,1.0,1
2211,4.7391379,-74.026807,1.0,1
2213,4.5765418,-74.1243885,1.0,1
2214,4.5790087,-74.0819058,1.0,1
2215,4.5124796,-74.1146552,1.0,1
2216,4.6267229,-74.1994826,1.0,1
2217,4.5851729,-74.1345801,1.0,1
2218,4.6299364,-74.0938272,1.0,1
2220,4.6048297,-74.0744919,1.0,1
2221,4.5791746,-74.1277291,1.0,1
2222,4.6123415,-74.0850577,1.0,1
2223,4.5781087,-74.1012182,1.0,1
2224,4.580592,-74.1124792,1.0,1
2225,4.5463242,-74.1503086,1.0,1
2226,4.5844509,-74.137531,1.0,1
2227,4.5974049,-74.0944123,1.0,1
2228,4.6232845,-74.1892218,1.0,1
2229,4.7432334,-74.0645499,1.0,1
2230,4.5698709,-74.2166807,1.0,1
2231,4.7451606,-74.1177987,1.0,1
2232,4.6348786,-74.1197386,1.0,1
2233,4.6069392,-74.1839819,1.0,1
2234,4.5634116,-74.1472002,1.0,1
2235,4.5794427,-74.0870218,1.0,1
2237,4.6409963,-74.1615878,1.0,1
2238,4.5811701,-74.2059832,1.0,1
2239,4.6016886,-74.0718853,1.0,1
2240,4.69808,-74.1060214,1.0,1
2241,4.6697498,-74.1511254,1.0,1
2242,4.600343,-74.0703537,1.0,1
2243,4.6975138,-74.1252042,1.0,1
2244,4.5706608,-74.1251363,1.0,1
2245,4.59379,-74.1981076,1.0,1
2246,4.6040633,-74.0730404,1.0,1
2247,4.65537,-74.0759129,1.0,1
2248,4.6726983,-74.1454536,1.0,1
2250,4.6846173,-74.1534768,1.0,1
2251,4.5583081,-74.0937134,1.0,1
2253,4.6041518,-74.153374,1.0,1
2254,4.6281185,-74.2017017,1.0,1
2255,4.7156698,-74.0571623,1.0,1
2256,4.5653245,-74.0917981,1.0,1
2257,4.5430738,-74.1701086,1.0,1
2258,4.5473799,-74.1081981,1.0,1
2259,4.6257641,-74.1913075,1.0,1
2260,4.5881019,-74.1639856,1.0,1
2261,4.7074762,-74.1338277,1.0,1
2262,4.6148329,-74.1982462,1.0,1
2263,4.6770245,-74.0852577,1.0,1
2264,4.7416504,-74.0476575,1.0,1
2265,4.6297587,-74.1711002,1.0,1
2266,4.5734141,-74.12425,1.0,1
2267,4.5246897,-74.120271,1.0,1
2269,4.6075392,-74.1117325,1.0,1
2270,4.5540374,-74.139439,1.0,1
2271,4.7223289,-74.0680225,1.0,1
2272,4.6883715,-74.0354614,1.0,1
2274,4.6508642,-74.0825397,1.0,1
2276,4.6223509,-74.1322766,1.0,1
2277,4.6869333,-74.064736,1.0,1
2278,4.6000034,-74.1904079,1.0,1
2279,4.5818475,-74.0944583,1.0,1
2281,4.6513882,-74.0736114,1.0,1
2282,4.6293045,-74.1838673,1.0,1
2283,4.6858392,-74.142261,1.0,1
2284,4.6269419,-74.1689806,1.0,1
2285,4.5900136,-74.0765199,1.0,1
2286,4.5702604,-74.1662195,1.0,1
2287,4.5712917,-74.1465551,1.0,1
2288,4.5931809,-74.1414275,1.0,1
2289,4.7367129,-74.0912092,1.0,1
2290,4.5699669,-74.1695206,1.0,1
2291,4.5731016,-74.1501934,1.0,1
2292,4.5981536,-74.1888387,1.0,1
2293,4.6889924,-74.1634628,1.0,1
2294,4.6619611,-74.1197509,1.0,1
2295,4.5891054,-74.0965354,1.0,1
2296,4.6373104,-74.1735112,1.0,1
2297,4.6758978,-74.0422561,1.0,1
2298,4.6592263,-74.0715151,1.0,1
2299,4.6318704,-74.069906,1.0,1
2300,4.6819534,-74.0920805,1.0,1
2301,4.6782379,-74.1424091,1.0,1
2302,4.7125093,-74.0947351,1.0,1
2304,4.6914652,-74.0671164,1.0,1
2305,4.5996414,-74.1609589,1.0,1
2306,4.632973,-74.187344,1.0,1
2308,4.7419279,-74.1122503,1.0,1
2309,4.7244231,-74.030532,1.0,1
2310,4.5464851,-74.105978,1.0,1
2311,4.7211877,-74.0463249,1.0,1
2313,4.5175857,-74.1198035,1.0,1
2314,4.7060991,-74.0950854,1.0,1
2315,4.5777456,-74.1591379,1.0,1
2316,4.6148215,-74.1953038,1.0,1
2317,4.521602,-74.0883275,1.0,1
2318,4.5914591,-74.1753601,1.0,1
2319,4.7584256,-74.0335022,1.0,1
2320,4.688381,-74.0908376,1.0,1
2321,4.5478527,-74.0925214,1.0,1
2322,4.7210479,-74.0935828,1.0,1
2323,4.5860603,-74.1493019,1.0,1
2324,4.7439962,-74.114979,1.0,1
2325,4.6827816,-74.0867692,1.0,1
2326,4.7258299,-74.1214467,1.0,1
2327,4.6700539,-74.0693199,1.0,1
2328,4.5387855,-74.154582,1.0,1
2329,4.5760294,-74.210424,1.0,1
2333,4.6293848,-74.19713,1.0,1
2334,4.6174995,-74.1487683,1.0,1
2335,4.747312,-74.1188427,1.0,1
2336,4.7168646,-74.1368449,1.0,1
2337,4.5892378,-74.1421656,1.0,1
2338,4.5837754,-74.1585484,1.0,1
2339,4.594263,-74.0944918,1.0,1
2340,4.590537,-74.157376,1.0,1
2341,4.7025343,-74.080183,1.0,1
2342,4.6435547,-74.175965,1.0,1
2343,4.6333915,-74.1792118,1.0,1
2344,4.6835768,-74.0880072,1.0,1
2345,4.7270498,-74.093275,1.0,1
2346,4.693795,-74.0994728,1.0,1
2347,4.6208162,-74.193327,1.0,1
2348,4.5849487,-74.1475945,1.0,1
